,Season,Team,Player
2848,13,Sunrisers Hyderabad,Prithvi Raj
2849,13,Sunrisers Hyderabad,Rashid Khan
2850,13,Sunrisers Hyderabad,Wriddhiman Saha
2851,13,Sunrisers Hyderabad,Bavanaka Sandeep
2852,13,Sunrisers Hyderabad,Sandeep Sharma
2853,13,Sunrisers Hyderabad,Sanjay Yadav
2854,13,Sunrisers Hyderabad,Vijay Shankar
2855,13,Sunrisers Hyderabad,Billy Stanlake
2856,13,Sunrisers Hyderabad,Virat Singh
2857,13,Sunrisers Hyderabad,Kane Williamson
2858,13,Sunrisers Hyderabad,Bhuvneshwar Kumar
2859,13,Sunrisers Hyderabad,Mitchell Marsh
2860,14,Chennai Super Kings,MS Dhoni
2861,14,Chennai Super Kings,Moeen Ali
2862,14,Chennai Super Kings,KM Asif
2863,14,Chennai Super Kings,Bhagath Varma
2864,14,Chennai Super Kings,Dwayne Bravo
2865,14,Chennai Super Kings,Deepak Chahar
2866,14,Chennai Super Kings,Sam Curran
2867,14,Chennai Super Kings,Faf du Plessis
2868,14,Chennai Super Kings,Ruturaj Gaikwad
2869,14,Chennai Super Kings,Krishnappa Gowtham
2870,14,Chennai Super Kings,C Hari Nishaanth
2871,14,Chennai Super Kings,Josh Hazlewood
2872,14,Chennai Super Kings,Imran Tahir
2873,14,Chennai Super Kings,Ravindra Jadeja
2874,14,Chennai Super Kings,Narayan Jagadeesan
2875,14,Chennai Super Kings,Lungi Ngidi
2876,14,Chennai Super Kings,Cheteshwar Pujara
2877,14,Chennai Super Kings,Suresh Raina
2878,14,Chennai Super Kings,Ambati Rayudu
2879,14,Chennai Super Kings,Harishankar Reddy
2880,14,Chennai Super Kings,Ravisrinivasan Sai Kishore
2881,14,Chennai Super Kings,Mitchell Santner
2882,14,Chennai Super Kings,Karn Sharma
2883,14,Chennai Super Kings,Shardul Thakur
2884,14,Chennai Super Kings,Robin Uthappa
2885,14,Delhi Capitals,Shreyas Iyer
2886,14,Delhi Capitals,Ravichandran Ashwin
2887,14,Delhi Capitals,Avesh Khan
2888,14,Delhi Capitals,Sam Billings
2889,14,Delhi Capitals,Tom Curran
2890,14,Delhi Capitals,Shikhar Dhawan
2891,14,Delhi Capitals,Praveen Dubey
2892,14,Delhi Capitals,Shimron Hetmyer
2893,14,Delhi Capitals,Lukman Meriwala
2894,14,Delhi Capitals,Amit Mishra
2895,14,Delhi Capitals,Anrich Nortje
2896,14,Delhi Capitals,Rishabh Pant
2897,14,Delhi Capitals,Axar Patel
2898,14,Delhi Capitals,Ripal Patel
2899,14,Delhi Capitals,Kagiso Rabada
2900,14,Delhi Capitals,Ajinkya Rahane
2901,14,Delhi Capitals,Ishant Sharma
2902,14,Delhi Capitals,Prithvi Shaw
2903,14,Delhi Capitals,Manimaran Siddharth
2904,14,Delhi Capitals,Steven Smith
2905,14,Delhi Capitals,Marcus Stoinis
2906,14,Delhi Capitals,Vishnu Vinod
2907,14,Delhi Capitals,Chris Woakes
2908,14,Delhi Capitals,Lalit Yadav
2909,14,Delhi Capitals,Umesh Yadav
2910,14,Kolkata Knight Riders,Eoin Morgan
2911,14,Kolkata Knight Riders,Vaibhav Arora
2912,14,Kolkata Knight Riders,Pat Cummins
2913,14,Kolkata Knight Riders,Ben Cutting
2914,14,Kolkata Knight Riders,Lockie Ferguson
2915,14,Kolkata Knight Riders,Harbhajan Singh
2916,14,Kolkata Knight Riders,Venkatesh Iyer
2917,14,Kolkata Knight Riders,Sheldon Jackson
2918,14,Kolkata Knight Riders,Dinesh Karthik
2919,14,Kolkata Knight Riders,Kuldeep Yadav
2920,14,Kolkata Knight Riders,Kamlesh Nagarkoti
2921,14,Kolkata Knight Riders,Karun Nair
2922,14,Kolkata Knight Riders,Sunil Narine
2923,14,Kolkata Knight Riders,Pawan Negi
2924,14,Kolkata Knight Riders,Prasidh Krishna
2925,14,Kolkata Knight Riders,Nitish Rana
2926,14,Kolkata Knight Riders,Andre Russell
2927,14,Kolkata Knight Riders,Sandeep Warrier
2928,14,Kolkata Knight Riders,Tim Seifert
2929,14,Kolkata Knight Riders,Shakib Al Hasan
2930,14,Kolkata Knight Riders,Shivam Mavi
2931,14,Kolkata Knight Riders,Shubman Gill
2932,14,Kolkata Knight Riders,Rinku Singh
2933,14,Kolkata Knight Riders,Rahul Tripathi
2934,14,Kolkata Knight Riders,Varun Chakravarthy
2935,14,Mumbai Indians,Rohit Sharma
2936,14,Mumbai Indians,Anmolpreet Singh
2937,14,Mumbai Indians,Trent Boult
2938,14,Mumbai Indians,Jasprit Bumrah
2939,14,Mumbai Indians,Rahul Chahar
2940,14,Mumbai Indians,Piyush Chawla
2941,14,Mumbai Indians,Nathan Coulter-Nile
2942,14,Mumbai Indians,Quinton de Kock
2943,14,Mumbai Indians,Ishan Kishan
2944,14,Mumbai Indians,Marco Jansen
2945,14,Mumbai Indians,Dhawal Kulkarni
2946,14,Mumbai Indians,Chris Lynn
2947,14,Mumbai Indians,Adam Milne
2948,14,Mumbai Indians,Mohsin Khan
2949,14,Mumbai Indians,James Neesham
2950,14,Mumbai Indians,Hardik Pandya
2951,14,Mumbai Indians,Krunal Pandya
2952,14,Mumbai Indians,Kieron Pollard
2953,14,Mumbai Indians,Anukul Roy
2954,14,Mumbai Indians,Aditya Tare
2955,14,Mumbai Indians,Arjun Tendulkar
2956,14,Mumbai Indians,Saurabh Tiwary
2957,14,Mumbai Indians,Jayant Yadav
2958,14,Mumbai Indians,Suryakumar Yadav
2959,14,Mumbai Indians,Yudhvir Singh
2960,14,Punjab Kings,KL Rahul
2961,14,Punjab Kings,Mayank Agarwal
2962,14,Punjab Kings,Fabian Allen
2963,14,Punjab Kings,Arshdeep Singh
2964,14,Punjab Kings,Murugan Ashwin
2965,14,Punjab Kings,Chris Gayle
2966,14,Punjab Kings,Harpreet Brar
2967,14,Punjab Kings,Moises Henriques
2968,14,Punjab Kings,Deepak Hooda
2969,14,Punjab Kings,Chris Jordan
2970,14,Punjab Kings,Sarfaraz Khan
2971,14,Punjab Kings,Dawid Malan
2972,14,Punjab Kings,Mandeep Singh
2973,14,Punjab Kings,Riley Meredith
2974,14,Punjab Kings,Mohammed Shami
2975,14,Punjab Kings,Darshan Nalkande
2976,14,Punjab Kings,Nicholas Pooran
2977,14,Punjab Kings,Ishan Porel
2978,14,Punjab Kings,Prabhsimran Singh
2979,14,Punjab Kings,Ravi Bishnoi
2980,14,Punjab Kings,Jhye Richardson
2981,14,Punjab Kings,Saurabh Kumar
2982,14,Punjab Kings,Jalaj Saxena
2983,14,Punjab Kings,Shahrukh Khan
2984,14,Punjab Kings,Utkarsh Singh
2985,14,Rajasthan Royals,Akash Singh
2986,14,Rajasthan Royals,Anuj Rawat
2987,14,Rajasthan Royals,Jofra Archer
2988,14,Rajasthan Royals,Jos Buttler
2989,14,Rajasthan Royals,KC Cariappa
2990,14,Rajasthan Royals,Shivam Dube
2991,14,Rajasthan Royals,Shreyas Gopal
2992,14,Rajasthan Royals,Yashasvi Jaiswal
2993,14,Rajasthan Royals,Kartik Tyagi
2994,14,Rajasthan Royals,Liam Livingstone
2995,14,Rajasthan Royals,Mahipal Lomror
2996,14,Rajasthan Royals,Mayank Markande
2997,14,Rajasthan Royals,David Miller
2998,14,Rajasthan Royals,Chris Morris
2999,14,Rajasthan Royals,Mustafizur Rahman
3000,14,Rajasthan Royals,Riyan Parag
3001,14,Rajasthan Royals,Chetan Sakariya
3002,14,Rajasthan Royals,Sanju Samson
3003,14,Rajasthan Royals,Ben Stokes
3004,14,Rajasthan Royals,Rahul Tewatia
3005,14,Rajasthan Royals,Andrew Tye
3006,14,Rajasthan Royals,Jaydev Unadkat
3007,14,Rajasthan Royals,Manan Vohra
3008,14,Rajasthan Royals,Kuldip Yadav
3009,14,Royal Challengers Bangalore,Virat Kohli
3010,14,Royal Challengers Bangalore,Finn Allen
3011,14,Royal Challengers Bangalore,Srikar Bharat
3012,14,Royal Challengers Bangalore,Yuzvendra Chahal
3013,14,Royal Challengers Bangalore,Daniel Christian
3014,14,Royal Challengers Bangalore,Pavan Deshpande
3015,14,Royal Challengers Bangalore,AB de Villiers
3016,14,Royal Challengers Bangalore,Kyle Jamieson
3017,14,Royal Challengers Bangalore,Glenn Maxwell
3018,14,Royal Challengers Bangalore,Mohammed Azharuddeen
3019,14,Royal Challengers Bangalore,Mohammed Siraj
3020,14,Royal Challengers Bangalore,Devdutt Padikkal
3021,14,Royal Challengers Bangalore,Harshal Patel
3022,14,Royal Challengers Bangalore,Rajat Patidar
3023,14,Royal Challengers Bangalore,Suyash Prabhudessai
3024,14,Royal Challengers Bangalore,Kane Richardson
3025,14,Royal Challengers Bangalore,Sachin Baby
3026,14,Royal Challengers Bangalore,Shahbaz Ahmed
3027,14,Royal Challengers Bangalore,Navdeep Saini
3028,14,Royal Challengers Bangalore,Daniel Sams
3029,14,Royal Challengers Bangalore,Washington Sundar
3030,14,Royal Challengers Bangalore,Adam Zampa
3031,14,Royal Challengers Bangalore,Josh Philippe
3032,14,Sunrisers Hyderabad,David Warner
3033,14,Sunrisers Hyderabad,Abdul Samad
3034,14,Sunrisers Hyderabad,Abhishek Sharma
3035,14,Sunrisers Hyderabad,Khaleel Ahmed
3036,14,Sunrisers Hyderabad,Jonny Bairstow
3037,14,Sunrisers Hyderabad,Basil Thampi
3038,14,Sunrisers Hyderabad,Priyam Garg
3039,14,Sunrisers Hyderabad,Shreevats Goswami
3040,14,Sunrisers Hyderabad,Jason Holder
3041,14,Sunrisers Hyderabad,Kedar Jadhav
3042,14,Sunrisers Hyderabad,Siddarth Kaul
3043,14,Sunrisers Hyderabad,Bhuvneshwar Kumar
3044,14,Sunrisers Hyderabad,Mitchell Marsh
3045,14,Sunrisers Hyderabad,Mohammad Nabi
3046,14,Sunrisers Hyderabad,Mujeeb Ur Rahman
3047,14,Sunrisers Hyderabad,Shahbaz Nadeem
3048,14,Sunrisers Hyderabad,T Natarajan
3049,14,Sunrisers Hyderabad,Manish Pandey
3050,14,Sunrisers Hyderabad,Rashid Khan
3051,14,Sunrisers Hyderabad,Wriddhiman Saha
3052,14,Sunrisers Hyderabad,Sandeep Sharma
3053,14,Sunrisers Hyderabad,Vijay Shankar
3054,14,Sunrisers Hyderabad,Jagadeesha Suchith
3055,14,Sunrisers Hyderabad,Virat Singh
3056,14,Sunrisers Hyderabad,Kane Williamson
3057,3,Rajasthan Royals,Shane Watson
3058,3,Kolkata Knight Riders,David Hussey
3059,2,Kolkata Knight Riders,Aakash Chopra
3060,2,Kolkata Knight Riders,Sanjay Bangar
3061,3,Rajasthan Royals,Paras Dogra
3062,3,Deccan Chargers,Jaskaran Singh
3063,3,Rajasthan Royals,Stuart Binny
3064,3,Delhi Daredevils,Yogesh Nagar
3065,3,Kolkata Knight Riders,Mandeep Singh
3066,3,Chennai Super Kings,Srikkanth Anirudha
3067,3,Delhi Daredevils,Daniel Vettori
3068,3,Rajasthan Royals,Aditya Dole
3069,3,Royal Challengers Bangalore,Pankaj Singh
3070,3,Chennai Super Kings,Joginder Sharma
3071,3,Rajasthan Royals,Nayan Doshi
3072,2,Kolkata Knight Riders,Sourav Sarkar
3073,3,Kolkata Knight Riders,Jaydev Unadkat
3074,3,Kolkata Knight Riders,Mohnish Parmar
3075,4,Mumbai Indians,Ray Price
3076,3,Kings XI Punjab,Vikram Singh
