,Player,Overs,Maidens,Runs,Wickets,Econ,Dots,4s,6s,Wd,Nb,Team,Match_id,Season,Fantasy_Points,Teams
265,Piyush Chawla,1,0,16,0,16,2,0,2,0,0,1,336003,1,0,Kings XI Punjab
266,Glenn McGrath,4,0,26,0,6.5,11,4,0,0,0,2,336004,1,0,Delhi Daredevils
267,Mohammad Asif,4,0,46,1,11.5,9,4,3,3,0,2,336004,1,25,Delhi Daredevils
268,Yo Mahesh,4,0,33,3,8.25,11,5,1,0,0,2,336004,1,79,Delhi Daredevils
269,Pradeep Sangwan,4,0,21,1,5.25,10,0,1,0,1,2,336004,1,25,Delhi Daredevils
270,Rajat Bhatia,2,0,22,1,11,5,0,3,0,0,2,336004,1,25,Delhi Daredevils
271,Virender Sehwag,1,0,2,1,2,4,0,0,0,0,2,336004,1,25,Delhi Daredevils
272,Shoaib Malik,1,0,6,1,6,3,1,0,0,0,2,336004,1,25,Delhi Daredevils
273,Shaun Pollock,4,0,16,2,4,15,0,1,0,0,1,336004,1,56,Mumbai Indians
274,Ashish Nehra,4,0,25,3,6.25,11,2,1,0,0,1,336004,1,79,Mumbai Indians
275,Dwayne Bravo,3,0,27,1,9,6,2,1,0,0,1,336004,1,25,Mumbai Indians
276,Dhawal Kulkarni,2.5,0,18,2,6.35,8,2,0,0,1,1,336004,1,50,Mumbai Indians
277,Sanath Jayasuriya,1,0,16,0,16,0,0,2,0,0,1,336004,1,0,Mumbai Indians
278,Dominic Thornely,2,0,15,1,7.5,3,2,0,0,0,1,336004,1,25,Mumbai Indians
279,Rohan Raje,2,0,13,0,6.5,3,1,0,0,0,1,336004,1,0,Mumbai Indians
280,Sohail Tanvir,4,0,14,6,3.5,17,2,0,0,0,2,336005,1,172,Rajasthan Royals
281,Shane Watson,4,0,19,1,4.75,18,3,0,2,0,2,336005,1,31,Rajasthan Royals
282,Munaf Patel,4,0,16,2,4,12,1,0,0,0,2,336005,1,56,Rajasthan Royals
283,Siddharth Trivedi,2,0,17,0,8.5,4,2,0,0,0,2,336005,1,0,Rajasthan Royals
284,Shane Warne,3,0,29,1,9.67,6,3,1,0,0,2,336005,1,25,Rajasthan Royals
285,Yusuf Pathan,2,0,9,0,4.5,6,1,0,0,0,2,336005,1,6,Rajasthan Royals
286,Makhaya Ntini,3,1,17,0,5.67,10,3,0,0,0,1,336005,1,12,Chennai Super Kings
287,Manpreet Gony,3,0,25,0,8.33,8,5,0,0,0,1,336005,1,0,Chennai Super Kings
288,Albie Morkel,1,0,10,0,10,4,0,0,3,1,1,336005,1,0,Chennai Super Kings
289,Muttiah Muralitharan,4,0,20,1,5,13,0,0,2,0,1,336005,1,25,Chennai Super Kings
290,Suresh Raina,1.2,0,10,0,7.5,2,1,0,0,0,1,336005,1,0,Chennai Super Kings
291,Vidyut Sivaramakrishnan,2,0,22,1,11,5,1,2,1,0,1,336005,1,25,Chennai Super Kings
292,Sreesanth,4,0,16,2,4,17,2,0,2,0,2,336006,1,56,Kings XI Punjab
293,Irfan Pathan,3.2,0,13,1,3.9,14,2,0,1,0,2,336006,1,31,Kings XI Punjab
294,Gagandeep Singh,3,0,28,0,9.33,4,4,0,0,0,2,336006,1,0,Kings XI Punjab
295,Vikram Singh,4,0,33,1,8.25,10,4,1,1,0,2,336006,1,25,Kings XI Punjab
296,Piyush Chawla,4,0,25,3,6.25,12,2,0,1,0,2,336006,1,79,Kings XI Punjab
297,James Hopes,1,0,10,0,10,2,2,0,0,0,2,336006,1,0,Kings XI Punjab
298,Dale Steyn,4,0,16,0,4,15,0,1,2,0,1,336006,1,6,Bangalore Royal Challengers
299,Zaheer Khan,4,0,29,2,7.25,13,4,0,3,0,1,336006,1,50,Bangalore Royal Challengers
300,Praveen Kumar,4,1,22,2,5.5,13,2,1,0,0,1,336006,1,62,Bangalore Royal Challengers
301,Jacques Kallis,3,0,14,0,4.67,7,1,0,0,0,1,336006,1,6,Bangalore Royal Challengers
302,Anil Kumble,3.2,0,36,0,10.8,7,5,1,2,0,1,336006,1,0,Bangalore Royal Challengers
303,Paidikalva Vijaykumar,3,0,17,1,5.67,12,3,0,0,0,2,336007,1,25,Deccan Chargers
304,RP Singh,3,0,12,2,4,11,1,0,2,0,2,336007,1,56,Deccan Chargers
305,Scott Styris,3,0,24,1,8,8,1,2,1,0,2,336007,1,25,Deccan Chargers
306,Shahid Afridi,3,0,27,1,9,6,5,0,0,0,2,336007,1,25,Deccan Chargers
307,Sanjay Bangar,4,0,36,1,9,9,2,2,0,0,2,336007,1,25,Deccan Chargers
308,Pragyan Ojha,4,0,22,1,5.5,10,0,1,1,0,2,336007,1,25,Deccan Chargers
309,Makhaya Ntini,4,0,37,0,9.25,10,2,3,0,0,1,336007,1,0,Chennai Super Kings
310,Manpreet Gony,3,0,15,1,5,9,2,0,0,0,1,336007,1,25,Chennai Super Kings
311,Albie Morkel,4,0,26,1,6.5,13,3,1,1,0,1,336007,1,25,Chennai Super Kings
312,Joginder Sharma,3,0,45,0,15,7,5,3,0,2,1,336007,1,-6,Chennai Super Kings
313,Muttiah Muralitharan,4,0,24,1,6,12,3,0,1,0,1,336007,1,25,Chennai Super Kings
314,Shaun Pollock,3,0,19,1,6.33,7,2,0,0,0,2,336008,1,25,Mumbai Indians
315,Ashish Nehra,3,0,13,3,4.33,12,2,0,0,0,2,336008,1,85,Mumbai Indians
316,Dhawal Kulkarni,3,0,21,2,7,10,1,2,0,0,2,336008,1,50,Mumbai Indians
317,Dwayne Bravo,2.2,0,12,2,5.14,8,0,0,4,0,2,336008,1,50,Mumbai Indians
318,Sanath Jayasuriya,2,0,17,0,8.5,2,2,0,0,0,2,336008,1,0,Mumbai Indians
319,Rohan Raje,3,0,19,2,6.33,6,2,0,1,0,2,336008,1,50,Mumbai Indians
320,Sohail Tanvir,3.1,0,13,0,4.11,13,1,0,4,0,1,336008,1,6,Rajasthan Royals
321,Munaf Patel,3,0,21,0,7,9,0,1,1,0,1,336008,1,0,Rajasthan Royals
322,Siddharth Trivedi,3,0,23,0,7.67,9,1,2,0,0,1,336008,1,0,Rajasthan Royals
323,Shane Watson,4,0,26,2,6.5,10,3,0,1,0,1,336008,1,50,Rajasthan Royals
324,Shane Warne,2,0,19,1,9.5,5,2,0,2,0,1,336008,1,25,Rajasthan Royals
325,Manpreet Gony,4,0,36,1,9,6,3,1,1,0,2,336009,1,25,Chennai Super Kings
326,Albie Morkel,4,0,35,2,8.75,7,5,0,0,2,2,336009,1,50,Chennai Super Kings
327,Muttiah Muralitharan,4,0,25,0,6.25,9,2,0,3,0,2,336009,1,0,Chennai Super Kings
328,Palani  Amarnath,3,0,35,0,11.67,4,5,1,0,0,2,336009,1,0,Chennai Super Kings
329,Lakshmipathy Balaji,4,0,35,2,8.75,6,4,1,0,0,2,336009,1,50,Chennai Super Kings
330,Chamara Kapugedera,1,0,15,0,15,0,3,0,0,0,2,336009,1,0,Chennai Super Kings
331,Glenn McGrath,4,0,23,0,5.75,9,2,0,0,0,1,336009,1,0,Delhi Daredevils
332,Mohammad Asif,4,0,33,1,8.25,7,4,0,0,0,1,336009,1,25,Delhi Daredevils
333,Yo Mahesh,4,0,40,2,10,8,5,1,1,0,1,336009,1,50,Delhi Daredevils
334,Pradeep Sangwan,4,0,29,2,7.25,9,4,0,1,0,1,336009,1,50,Delhi Daredevils
335,Shoaib Malik,2,0,28,0,14,2,3,1,3,0,1,336009,1,-6,Delhi Daredevils
336,Virender Sehwag,2,0,30,0,15,3,2,3,0,0,1,336009,1,-6,Delhi Daredevils
337,Dale Steyn,4,0,27,3,6.75,11,4,0,1,0,2,336010,1,79,Bangalore Royal Challengers
338,Zaheer Khan,3,0,27,1,9,7,3,0,1,0,2,336010,1,25,Bangalore Royal Challengers
339,Praveen Kumar,3,0,36,1,12,7,3,3,0,0,2,336010,1,19,Bangalore Royal Challengers
340,Vinay Kumar,3,0,15,0,5,8,1,0,0,0,2,336010,1,0,Bangalore Royal Challengers
341,Anil Kumble,3,0,21,0,7,10,1,2,0,0,2,336010,1,0,Bangalore Royal Challengers
342,Ashok Dinda,3,0,20,0,6.67,8,3,0,1,0,1,336010,1,0,Kolkata Knight Riders
343,Ishant Sharma,4,0,25,1,6.25,10,3,0,0,0,1,336010,1,25,Kolkata Knight Riders
344,Umar Gul,3,0,30,0,10,7,5,0,1,1,1,336010,1,0,Kolkata Knight Riders
345,Sourav Ganguly,3,0,7,1,2.33,11,0,0,0,0,1,336010,1,31,Kolkata Knight Riders
346,Murali Kartik,2,0,24,0,12,3,3,1,0,0,1,336010,1,-6,Kolkata Knight Riders
347,Laxmi Shukla,1,0,15,0,15,0,1,1,0,0,1,336010,1,0,Kolkata Knight Riders
348,Sohail Tanvir,4,0,39,0,9.75,12,7,1,1,0,2,336011,1,0,Rajasthan Royals
349,Shane Watson,3,0,22,1,7.33,8,2,1,0,1,2,336011,1,25,Rajasthan Royals
350,Munaf Patel,4,0,28,1,7,9,4,0,0,0,2,336011,1,25,Rajasthan Royals
351,Shane Warne,4,0,20,2,5,9,1,0,0,0,2,336011,1,50,Rajasthan Royals
352,Yusuf Pathan,2,0,19,1,9.5,2,1,1,0,0,2,336011,1,25,Rajasthan Royals
353,Siddharth Trivedi,3,0,8,1,2.67,11,0,0,0,0,2,336011,1,31,Rajasthan Royals
354,Paidikalva Vijaykumar,1,0,10,0,10,2,2,0,0,0,1,336011,1,0,Deccan Chargers
355,RP Singh,4,0,24,1,6,13,3,0,1,0,1,336011,1,25,Deccan Chargers
356,Scott Styris,2,0,14,0,7,5,0,1,1,0,1,336011,1,0,Deccan Chargers
357,Pragyan Ojha,4,0,47,1,11.75,6,5,1,2,0,1,336011,1,25,Deccan Chargers
358,Shahid Afridi,2,0,10,0,5,6,1,0,0,0,1,336011,1,0,Deccan Chargers
359,Sanjay Bangar,2,0,20,0,10,2,3,0,0,0,1,336011,1,0,Deccan Chargers
360,Venugopal Rao,1,0,15,0,15,0,2,0,1,0,1,336011,1,0,Deccan Chargers
361,Shaun Pollock,4,0,23,0,5.75,9,2,0,0,0,2,336012,1,0,Mumbai Indians
362,Ashish Nehra,3,0,21,1,7,8,3,0,0,0,2,336012,1,25,Mumbai Indians
363,Dilhara Fernando,4,0,18,4,4.5,16,1,1,1,0,2,336012,1,114,Mumbai Indians
364,Dhawal Kulkarni,3,0,34,0,11.33,5,3,1,4,1,2,336012,1,0,Mumbai Indians
365,Dwayne Smith,4,0,26,3,6.5,11,2,0,1,0,2,336012,1,79,Mumbai Indians
366,Anil Kumble,4,0,45,0,11.25,5,5,2,0,0,1,336012,1,0,Bangalore Royal Challengers
367,Dale Steyn,4,0,14,1,3.5,18,0,1,3,0,1,336012,1,31,Bangalore Royal Challengers
368,Praveen Kumar,2,0,21,0,10.5,6,1,1,2,0,1,336012,1,0,Bangalore Royal Challengers
369,Vinay Kumar,3,0,25,0,8.33,9,2,2,0,0,1,336012,1,0,Bangalore Royal Challengers
370,Balachandra Akhil,3,0,19,0,6.33,7,2,0,1,0,1,336012,1,0,Bangalore Royal Challengers
371,Sreesanth,4,0,29,2,7.25,11,4,0,3,0,2,336013,1,50,Kings XI Punjab
372,Irfan Pathan,4,0,33,0,8.25,9,1,2,3,0,2,336013,1,0,Kings XI Punjab
373,Vikram Singh,4,0,35,1,8.75,10,3,1,1,1,2,336013,1,25,Kings XI Punjab
374,Piyush Chawla,3,0,36,1,12,5,2,3,1,0,2,336013,1,19,Kings XI Punjab
375,James Hopes,4,0,36,0,9,8,3,1,2,0,2,336013,1,0,Kings XI Punjab
376,Yuvraj Singh,1,0,8,0,8,1,1,0,0,0,2,336013,1,0,Kings XI Punjab
377,Manpreet Gony,4,0,38,1,9.5,11,3,3,0,0,1,336013,1,25,Chennai Super Kings
378,Albie Morkel,4,0,25,1,6.25,10,1,1,0,0,1,336013,1,25,Chennai Super Kings
379,Palani  Amarnath,3,0,35,1,11.67,4,3,2,0,0,1,336013,1,25,Chennai Super Kings
380,Chamara Kapugedera,1,0,8,0,8,0,0,0,0,0,1,336013,1,0,Chennai Super Kings
381,Muttiah Muralitharan,4,0,32,1,8,9,1,2,1,0,1,336013,1,25,Chennai Super Kings
382,Lakshmipathy Balaji,4,0,24,5,6,13,0,2,1,0,1,336013,1,141,Chennai Super Kings
383,Chaminda Vaas,3,0,36,1,12,5,4,2,0,0,2,336014,1,19,Deccan Chargers
384,Paidikalva Vijaykumar,3,0,21,1,7,8,2,0,0,1,2,336014,1,25,Deccan Chargers
385,Scott Styris,3,0,28,0,9.33,9,3,2,0,0,2,336014,1,0,Deccan Chargers
386,RP Singh,4,0,59,1,14.75,5,7,2,1,0,2,336014,1,19,Deccan Chargers
387,Venugopal Rao,4,0,24,0,6,10,2,0,1,0,2,336014,1,0,Deccan Chargers
388,Sanjay Bangar,1,0,10,0,10,2,2,0,0,0,2,336014,1,0,Deccan Chargers
389,Pragyan Ojha,2,0,25,0,12.5,4,2,2,1,0,2,336014,1,-6,Deccan Chargers
390,Ashok Dinda,4,0,33,3,8.25,12,6,0,1,0,1,336014,1,79,Kolkata Knight Riders
391,Ishant Sharma,3,0,27,0,9,8,4,1,0,0,1,336014,1,0,Kolkata Knight Riders
392,Umar Gul,4,0,43,1,10.75,9,3,2,3,3,1,336014,1,25,Kolkata Knight Riders
393,Sourav Ganguly,4,0,25,2,6.25,11,0,2,0,0,1,336014,1,50,Kolkata Knight Riders
394,Murali Kartik,3,0,29,0,9.67,8,1,3,0,0,1,336014,1,0,Kolkata Knight Riders
395,Laxmi Shukla,2,0,16,1,8,5,2,0,0,1,1,336014,1,25,Kolkata Knight Riders
396,Dimitri Mascarenhas,4,0,29,2,7.25,10,3,0,1,0,2,336015,1,50,Rajasthan Royals
397,Shane Watson,4,0,21,2,5.25,13,3,0,0,0,2,336015,1,50,Rajasthan Royals
398,Munaf Patel,4,0,24,0,6,9,2,0,1,0,2,336015,1,0,Rajasthan Royals
399,Siddharth Trivedi,4,0,28,2,7,9,1,1,1,0,2,336015,1,50,Rajasthan Royals
400,Shane Warne,4,0,47,0,11.75,6,1,4,0,0,2,336015,1,0,Rajasthan Royals
401,Glenn McGrath,4,0,12,0,3,16,1,0,1,0,1,336015,1,6,Delhi Daredevils
402,Farveez Maharoof,4,0,22,1,5.5,15,3,0,2,0,1,336015,1,25,Delhi Daredevils
403,Pradeep Sangwan,4,0,33,0,8.25,6,2,1,0,0,1,336015,1,0,Delhi Daredevils
404,Yo Mahesh,2.1,0,35,0,16.15,5,4,2,0,2,1,336015,1,-6,Delhi Daredevils
405,Amit Mishra,3,0,27,2,9,6,2,1,2,1,1,336015,1,50,Delhi Daredevils
406,Virender Sehwag,2,0,21,1,10.5,4,1,2,0,0,1,336015,1,25,Delhi Daredevils
407,Sreesanth,4,0,29,3,7.25,11,3,1,1,0,2,336016,1,79,Kings XI Punjab
408,Irfan Pathan,4,1,23,1,5.75,11,3,0,1,0,2,336016,1,37,Kings XI Punjab
409,Piyush Chawla,4,0,33,2,8.25,6,3,0,1,0,2,336016,1,50,Kings XI Punjab
410,Vikram Singh,4,0,15,1,3.75,11,0,0,0,0,2,336016,1,31,Kings XI Punjab
411,Yuvraj Singh,2,0,14,0,7,3,1,0,1,0,2,336016,1,0,Kings XI Punjab
412,James Hopes,2,0,22,0,11,4,3,1,0,0,2,336016,1,0,Kings XI Punjab
413,Dale Steyn,2,0,33,0,16.5,1,4,1,2,0,1,336016,1,-6,Bangalore Royal Challengers
414,Zaheer Khan,4,0,35,0,8.75,11,4,2,0,0,1,336016,1,0,Bangalore Royal Challengers
415,Praveen Kumar,2.4,0,15,0,5.63,6,0,1,0,0,1,336016,1,0,Bangalore Royal Challengers
416,Vinay Kumar,2,0,11,1,5.5,6,1,0,0,0,1,336016,1,25,Bangalore Royal Challengers
417,Anil Kumble,4,0,36,0,9,10,2,3,1,0,1,336016,1,0,Bangalore Royal Challengers
418,Virat Kohli,1,0,9,0,9,0,1,0,0,0,1,336016,1,0,Bangalore Royal Challengers
419,Glenn McGrath,4,0,22,0,5.5,10,1,1,0,0,2,336017,1,0,Delhi Daredevils
420,Pradeep Sangwan,4,0,29,1,7.25,11,4,0,3,0,2,336017,1,25,Delhi Daredevils
421,Yo Mahesh,4,0,34,2,8.5,8,3,1,3,1,2,336017,1,50,Delhi Daredevils
422,Farveez Maharoof,4,0,25,2,6.25,7,0,1,1,0,2,336017,1,50,Delhi Daredevils
423,Amit Mishra,3,0,13,0,4.33,8,1,0,0,0,2,336017,1,6,Delhi Daredevils
424,Virender Sehwag,1,0,7,0,7,2,1,0,0,0,2,336017,1,0,Delhi Daredevils
425,Shoaib Akhtar,3,0,11,4,3.67,12,1,0,1,0,1,336017,1,114,Kolkata Knight Riders
426,Ishant Sharma,3,0,18,0,6,6,2,0,0,0,1,336017,1,0,Kolkata Knight Riders
427,Ashok Dinda,4,0,29,1,7.25,11,5,0,1,0,1,336017,1,25,Kolkata Knight Riders
428,Sourav Ganguly,4,0,23,0,5.75,8,2,0,0,0,1,336017,1,0,Kolkata Knight Riders
429,Iqbal Abdulla,3,0,22,0,7.33,6,3,0,0,0,1,336017,1,0,Kolkata Knight Riders
430,Laxmi Shukla,0.5,0,6,3,7.2,4,0,0,1,0,1,336017,1,79,Kolkata Knight Riders
431,Shaun Pollock,4,1,9,1,2.25,17,0,0,0,0,2,336018,1,43,Mumbai Indians
432,Ashish Nehra,4,0,31,0,7.75,12,6,0,1,0,2,336018,1,0,Mumbai Indians
433,Dwayne Bravo,4,0,37,2,9.25,10,4,2,0,0,2,336018,1,50,Mumbai Indians
434,Dhawal Kulkarni,4,0,33,3,8.25,13,5,0,4,0,2,336018,1,79,Mumbai Indians
435,Rohan Raje,3,0,33,0,11,4,4,1,1,0,2,336018,1,0,Mumbai Indians
436,Dominic Thornely,1,0,10,0,10,3,2,0,1,0,2,336018,1,0,Mumbai Indians
437,Manpreet Gony,3,0,31,0,10.33,10,1,3,3,0,1,336018,1,0,Chennai Super Kings
438,Albie Morkel,3,0,44,0,14.67,10,3,5,2,0,1,336018,1,-6,Chennai Super Kings
439,Lakshmipathy Balaji,2,0,9,0,4.5,9,1,0,3,0,1,336018,1,6,Chennai Super Kings
440,Joginder Sharma,3,0,24,1,8,9,2,1,2,0,1,336018,1,25,Chennai Super Kings
441,Muttiah Muralitharan,2,0,20,0,10,3,3,0,1,0,1,336018,1,0,Chennai Super Kings
442,Chamara Kapugedera,0.5,0,26,0,31.2,0,2,3,0,0,1,336018,1,0,Chennai Super Kings
443,Munaf Patel,4,0,37,0,9.25,12,3,3,1,0,2,336019,1,0,Rajasthan Royals
444,Shane Watson,4,0,40,1,10,11,7,1,1,0,2,336019,1,25,Rajasthan Royals
445,Pankaj Singh,3,0,48,0,16,3,4,3,1,1,2,336019,1,-6,Rajasthan Royals
446,Dinesh Salunkhe,3,0,23,0,7.67,7,2,1,0,0,2,336019,1,0,Rajasthan Royals
447,Siddharth Trivedi,4,0,48,0,12,7,3,4,0,0,2,336019,1,-6,Rajasthan Royals
448,Yusuf Pathan,2,0,24,1,12,2,1,2,0,0,2,336019,1,19,Rajasthan Royals
449,Irfan Pathan,4,0,10,1,2.5,17,1,0,0,0,1,336019,1,31,Kings XI Punjab
450,Sreesanth,3,0,44,1,14.67,5,5,3,1,0,1,336019,1,19,Kings XI Punjab
451,James Hopes,3,0,29,2,9.67,8,6,0,0,0,1,336019,1,50,Kings XI Punjab
452,Ramesh Powar,1,0,7,0,7,2,1,0,0,0,1,336019,1,0,Kings XI Punjab
453,Vikram Singh,4,0,32,0,8,7,4,0,0,0,1,336019,1,0,Kings XI Punjab
454,Piyush Chawla,4,0,35,3,8.75,7,0,3,0,0,1,336019,1,79,Kings XI Punjab
455,Yuvraj Singh,1,0,20,0,20,0,1,2,0,0,1,336019,1,0,Kings XI Punjab
456,Paidikalva Vijaykumar,4,0,24,1,6,11,1,1,0,0,2,336020,1,25,Deccan Chargers
457,RP Singh,4,0,50,0,12.5,7,4,3,1,0,2,336020,1,-6,Deccan Chargers
458,PM Sarvesh Kumar,3,0,24,0,8,5,3,0,1,0,2,336020,1,0,Deccan Chargers
459,Scott Styris,4,0,33,0,8.25,5,3,0,1,0,2,336020,1,0,Deccan Chargers
460,Venugopal Rao,2,0,23,0,11.5,1,3,0,1,0,2,336020,1,0,Deccan Chargers
461,Shahid Afridi,1,0,18,0,18,0,2,1,0,0,2,336020,1,0,Deccan Chargers
462,Pragyan Ojha,2,0,19,2,9.5,5,2,1,1,0,2,336020,1,50,Deccan Chargers
463,Glenn McGrath,4,0,42,2,10.5,10,3,3,0,0,1,336020,1,50,Delhi Daredevils
464,Mohammad Asif,4,0,51,0,12.75,3,7,1,2,0,1,336020,1,-6,Delhi Daredevils
465,Farveez Maharoof,4,0,39,2,9.75,6,2,3,0,0,1,336020,1,50,Delhi Daredevils
466,Amit Mishra,4,0,17,5,4.25,11,1,0,0,0,1,336020,1,147,Delhi Daredevils
467,Rajat Bhatia,4,0,32,0,8,10,2,2,0,0,1,336020,1,0,Delhi Daredevils
468,Shaun Pollock,4,0,12,3,3,17,1,0,1,0,2,336021,1,85,Mumbai Indians
469,Ashish Nehra,3,0,17,0,5.67,12,1,1,3,0,2,336021,1,0,Mumbai Indians
470,Dwayne Bravo,3,1,13,2,4.33,13,2,0,1,0,2,336021,1,68,Mumbai Indians
471,Rohan Raje,2.2,0,16,2,6.86,7,3,0,0,0,2,336021,1,50,Mumbai Indians
472,Dominic Thornely,3,0,7,2,2.33,12,0,0,1,0,2,336021,1,56,Mumbai Indians
473,Shoaib Akhtar,2,0,29,1,14.5,4,3,2,1,0,1,336021,1,19,Kolkata Knight Riders
474,Ishant Sharma,2.3,0,29,1,11.6,9,5,1,1,1,1,336021,1,25,Kolkata Knight Riders
475,Ajit Agarkar,1,0,5,0,5,3,0,0,2,0,1,336021,1,0,Kolkata Knight Riders
476,Sreesanth,3,0,33,0,11,7,2,1,4,0,2,336022,1,0,Kings XI Punjab
477,Irfan Pathan,2,0,13,0,6.5,8,3,0,0,0,2,336022,1,0,Kings XI Punjab
478,Vikram Singh,2,0,33,0,16.5,1,3,2,0,1,2,336022,1,-6,Kings XI Punjab
479,Ramesh Powar,2,0,22,2,11,5,1,2,2,0,2,336022,1,50,Kings XI Punjab
480,Piyush Chawla,1,0,13,0,13,1,1,1,0,0,2,336022,1,0,Kings XI Punjab
481,James Hopes,1,0,2,2,2,4,0,0,0,0,2,336022,1,50,Kings XI Punjab
482,Glenn McGrath,2,0,18,1,9,4,0,2,0,0,1,336022,1,25,Delhi Daredevils
483,Pradeep Sangwan,1,0,12,1,12,3,1,1,1,0,1,336022,1,25,Delhi Daredevils
484,Amit Mishra,2,0,21,1,10.5,2,0,2,0,0,1,336022,1,25,Delhi Daredevils
485,Virender Sehwag,1,0,22,0,22,0,3,1,1,0,1,336022,1,0,Delhi Daredevils
486,Farveez Maharoof,1,0,11,0,11,1,0,1,0,0,1,336022,1,0,Delhi Daredevils
487,Rajat Bhatia,1,0,8,0,8,3,0,1,0,0,1,336022,1,0,Delhi Daredevils
488,Zaheer Khan,4,0,46,0,11.5,5,6,1,1,0,2,336023,1,0,Bangalore Royal Challengers
489,Praveen Kumar,4,0,28,0,7,12,2,0,2,0,2,336023,1,0,Bangalore Royal Challengers
490,Jacques Kallis,4,0,39,0,9.75,6,5,0,1,0,2,336023,1,0,Bangalore Royal Challengers
491,Abdur Razzak,2,0,29,0,14.5,5,3,1,1,1,2,336023,1,-6,Bangalore Royal Challengers
492,Anil Kumble,4,0,32,1,8,9,4,1,0,0,2,336023,1,25,Bangalore Royal Challengers
493,Virat Kohli,2,0,16,0,8,2,1,0,1,0,2,336023,1,0,Bangalore Royal Challengers
494,Sohail Tanvir,4,0,10,3,2.5,18,0,0,3,0,1,336023,1,85,Rajasthan Royals
495,Munaf Patel,4,0,21,2,5.25,12,3,0,0,0,1,336023,1,50,Rajasthan Royals
496,Shane Watson,2,0,6,0,3,7,0,0,1,0,1,336023,1,6,Rajasthan Royals
497,Shane Warne,4,0,23,3,5.75,9,2,0,0,0,1,336023,1,79,Rajasthan Royals
498,Siddharth Trivedi,2,0,23,1,11.5,3,2,1,1,0,1,336023,1,25,Rajasthan Royals
499,Yusuf Pathan,2,0,28,0,14,5,0,4,0,0,1,336023,1,-6,Rajasthan Royals
500,Ravindra Jadeja,2,0,21,0,10.5,5,3,1,0,0,1,336023,1,0,Rajasthan Royals
501,Paidikalva Vijaykumar,2,0,24,0,12,6,2,1,4,1,2,336024,1,-6,Deccan Chargers
502,Nuwan Zoysa,3,0,37,0,12.33,4,5,1,0,1,2,336024,1,-6,Deccan Chargers
503,Venugopal Rao,3,0,25,2,8.33,6,2,1,1,0,2,336024,1,50,Deccan Chargers
504,RP Singh,4,0,35,3,8.75,12,4,2,0,0,2,336024,1,79,Deccan Chargers
505,Shahid Afridi,4,0,23,2,5.75,11,1,1,1,0,2,336024,1,50,Deccan Chargers
506,Pragyan Ojha,4,0,23,0,5.75,11,3,0,0,0,2,336024,1,0,Deccan Chargers
507,Ashish Nehra,4,0,29,0,7.25,11,2,2,0,0,1,336024,1,0,Mumbai Indians
508,Dwayne Bravo,4,0,24,3,6,12,2,1,1,0,1,336024,1,79,Mumbai Indians
509,Dilhara Fernando,4,0,38,2,9.5,9,2,2,1,1,1,336024,1,50,Mumbai Indians
510,Rohan Raje,2,0,19,0,9.5,4,3,0,1,0,1,336024,1,0,Mumbai Indians
511,Abhishek Nayar,3,0,18,1,6,9,1,1,0,0,1,336024,1,25,Mumbai Indians
512,Dominic Thornely,1,0,8,0,8,1,1,0,0,0,1,336024,1,0,Mumbai Indians
513,Sanath Jayasuriya,2,0,13,0,6.5,5,2,0,0,0,1,336024,1,0,Mumbai Indians
514,Makhaya Ntini,4,0,21,4,5.25,17,4,0,0,1,2,336025,1,108,Chennai Super Kings
515,Manpreet Gony,4,0,17,0,4.25,14,2,0,0,0,2,336025,1,6,Chennai Super Kings
516,Muttiah Muralitharan,4,0,41,0,10.25,9,3,3,0,0,2,336025,1,0,Chennai Super Kings
517,Lakshmipathy Balaji,4,0,36,1,9,4,4,0,2,0,2,336025,1,25,Chennai Super Kings
518,Albie Morkel,4,0,25,0,6.25,10,2,0,1,0,2,336025,1,0,Chennai Super Kings
519,Shoaib Akhtar,2,0,14,0,7,7,2,0,2,0,1,336025,1,0,Kolkata Knight Riders
520,Ishant Sharma,2,0,16,0,8,5,3,0,0,0,1,336025,1,0,Kolkata Knight Riders
521,Ashok Dinda,2,0,10,0,5,5,1,0,0,0,1,336025,1,0,Kolkata Knight Riders
522,Ajit Agarkar,2,0,14,0,7,5,2,0,1,0,1,336025,1,0,Kolkata Knight Riders
523,Glenn McGrath,4,0,15,2,3.75,16,2,0,1,0,2,336026,1,56,Delhi Daredevils
524,Pradeep Sangwan,3,0,51,0,17,5,5,3,3,0,2,336026,1,-6,Delhi Daredevils
525,Yo Mahesh,4,0,25,0,6.25,12,3,0,1,0,2,336026,1,0,Delhi Daredevils
526,Farveez Maharoof,4,0,13,2,3.25,11,0,0,0,0,2,336026,1,56,Delhi Daredevils
527,Rajat Bhatia,4,0,47,0,11.75,6,4,3,0,0,2,336026,1,0,Delhi Daredevils
528,Tillakaratne Dilshan,1,0,3,1,3,3,0,0,0,0,2,336026,1,25,Delhi Daredevils
529,Dale Steyn,4,0,26,1,6.5,12,3,1,0,0,1,336026,1,25,Bangalore Royal Challengers
530,Zaheer Khan,3,0,37,0,12.33,5,6,0,1,0,1,336026,1,-6,Bangalore Royal Challengers
531,Praveen Kumar,2,0,33,1,16.5,2,6,1,0,0,1,336026,1,19,Bangalore Royal Challengers
532,Jacques Kallis,2,0,16,0,8,3,2,0,0,0,1,336026,1,0,Bangalore Royal Challengers
