,Player,Description,Runs,Balls,4s,6s,SR,Team,Match_id,Season,Fantasy_Points,Teams,Opponent_Team,Toss_Winner,Choose_to,Match_Location
6520,Karun Nair,not out,54,42,6,1,128.57,2,980921,9,62,Delhi Capitals,Royal Challengers Bangalore,Delhi Capitals,field,"M.Chinnaswamy Stadium, Bengaluru"
6521,Jean Paul Duminy,not out,7,5,1,0,140,2,980921,9,8,Delhi Capitals,Royal Challengers Bangalore,Delhi Capitals,field,"M.Chinnaswamy Stadium, Bengaluru"
6522,Martin Guptill,c †Ojha b Kumar,2,4,0,0,50,1,980923,9,2,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
6523,Parthiv Patel,b Sran,10,12,2,0,83.33,1,980923,9,12,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
6524,Ambati Rayudu,c Henriques b Sran,54,49,3,2,110.2,1,980923,9,61,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
6525,Rohit Sharma,run out (Henriques/†Ojha),5,8,0,0,62.5,1,980923,9,5,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
6526,Jos Buttler,c †Ojha b Sran,11,11,1,0,100,1,980923,9,12,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
6527,Krunal Pandya,not out,49,28,3,3,175,1,980923,9,64,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
6528,Hardik Pandya,b Mustafizur Rahman,2,5,0,0,40,1,980923,9,-4,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
6529,Harbhajan Singh,not out,1,3,0,0,33.33,1,980923,9,-5,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
6530,David Warner,not out,90,59,7,4,152.54,2,980923,9,105,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
6531,Shikhar Dhawan,b Southee,2,4,0,0,50,2,980923,9,2,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
6532,Moises Henriques,c †Patel b Southee,20,22,1,1,90.91,2,980923,9,23,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
6533,Eoin Morgan,c HH Pandya b Southee,11,12,1,0,91.67,2,980923,9,12,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
6534,Deepak Hooda,not out,17,9,2,0,188.89,2,980923,9,25,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
6535,Murali Vijay,b Chawla,26,22,4,0,118.18,1,980925,9,30,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh"
6536,Manan Vohra,c Shakib Al Hasan b Morkel,8,12,0,0,66.67,1,980925,9,8,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh"
6537,Shaun Marsh,not out,56,41,5,1,136.59,1,980925,9,63,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh"
6538,Wriddhiman Saha,c †Uthappa b Narine,8,14,0,0,57.14,1,980925,9,8,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh"
6539,David Miller,c †Uthappa b Pathan,6,6,1,0,100,1,980925,9,7,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh"
6540,Glenn Maxwell,c Chawla b Narine,4,7,0,0,57.14,1,980925,9,4,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh"
6541,Axar Patel,c SA Yadav b UT Yadav,9,8,0,0,112.5,1,980925,9,9,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh"
6542,Mohit Sharma,c †Uthappa b Morkel,1,3,0,0,33.33,1,980925,9,-5,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh"
6543,Pardeep Sahu,run out (Russell/†Uthappa),1,1,0,0,100,1,980925,9,1,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh"
6544,Kyle Abbott,not out,12,6,0,1,200,1,980925,9,20,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh"
6545,Robin Uthappa,lbw b Sahu,53,28,9,0,189.29,2,980925,9,68,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,field,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh"
6546,Gautam Gambhir,c Maxwell b Sahu,34,34,3,0,100,2,980925,9,37,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,field,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh"
6547,Manish Pandey,b Patel,12,11,1,0,109.09,2,980925,9,13,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,field,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh"
6548,Shakib Al Hasan,c Sandeep Sharma b Patel,11,15,1,0,73.33,2,980925,9,12,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,field,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh"
6549,Suryakumar Yadav,not out,11,9,2,0,122.22,2,980925,9,13,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,field,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh"
6550,Yusuf Pathan,not out,12,6,2,0,200,2,980925,9,20,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,field,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh"
6551,Virat Kohli,c Southee b KH Pandya,33,30,3,0,110,1,980927,9,36,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,"Wankhede Stadium, Mumbai"
6552,KL Rahul,c Harbhajan Singh b McClenaghan,23,14,2,2,164.29,1,980927,9,29,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,"Wankhede Stadium, Mumbai"
6553,AB de Villiers,st †Patel b KH Pandya,29,21,3,1,138.1,1,980927,9,34,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,"Wankhede Stadium, Mumbai"
6554,Shane Watson,c †Patel b Bumrah,5,10,0,0,50,1,980927,9,5,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,"Wankhede Stadium, Mumbai"
6555,Travis Head,run out (Harbhajan Singh/†Patel),37,24,2,2,154.17,1,980927,9,43,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,"Wankhede Stadium, Mumbai"
6556,Sarfaraz Khan,c KH Pandya b Bumrah,28,18,2,2,155.56,1,980927,9,34,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,"Wankhede Stadium, Mumbai"
6557,Stuart Binny,c HH Pandya b Bumrah,1,2,0,0,50,1,980927,9,1,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,"Wankhede Stadium, Mumbai"
6558,Harshal Patel,not out,0,0,0,0,0,1,980927,9,-2,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,"Wankhede Stadium, Mumbai"
6559,Kane Richardson,not out,1,1,0,0,100,1,980927,9,1,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,"Wankhede Stadium, Mumbai"
6560,Rohit Sharma,c de Villiers b Iqbal Abdulla,62,44,4,3,140.91,2,980927,9,72,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,field,"Wankhede Stadium, Mumbai"
6561,Parthiv Patel,c de Villiers b Richardson,5,6,1,0,83.33,2,980927,9,6,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,field,"Wankhede Stadium, Mumbai"
6562,Ambati Rayudu,c Richardson b Iqbal Abdulla,31,23,5,0,134.78,2,980927,9,36,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,field,"Wankhede Stadium, Mumbai"
6563,Jos Buttler,c Watson b Iqbal Abdulla,28,14,2,2,200,2,980927,9,40,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,field,"Wankhede Stadium, Mumbai"
6564,Kieron Pollard,not out,39,19,4,3,205.26,2,980927,9,55,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,field,"Wankhede Stadium, Mumbai"
6565,Hardik Pandya,not out,2,3,0,0,66.67,2,980927,9,2,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,field,"Wankhede Stadium, Mumbai"
6566,Aaron Finch,b Kumar,0,4,0,0,0,1,980929,9,-2,Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,field,"Saurashtra Cricket Association Stadium, Rajkot"
6567,Brendon McCullum,c Hooda b Bipul Sharma,18,17,1,1,105.88,1,980929,9,21,Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,field,"Saurashtra Cricket Association Stadium, Rajkot"
6568,Suresh Raina,c Henriques b Kumar,75,51,9,0,147.06,1,980929,9,84,Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,field,"Saurashtra Cricket Association Stadium, Rajkot"
6569,Dinesh Karthik,c Kumar b Hooda,8,9,1,0,88.89,1,980929,9,9,Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,field,"Saurashtra Cricket Association Stadium, Rajkot"
6570,Dwayne Bravo,c Kumar b Sran,8,12,0,0,66.67,1,980929,9,8,Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,field,"Saurashtra Cricket Association Stadium, Rajkot"
6571,Ravindra Jadeja,b Mustafizur Rahman,14,14,0,0,100,1,980929,9,14,Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,field,"Saurashtra Cricket Association Stadium, Rajkot"
6572,Akshdeep Nath,c Bipul Sharma b Kumar,5,10,0,0,50,1,980929,9,5,Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,field,"Saurashtra Cricket Association Stadium, Rajkot"
6573,Dale Steyn,c Morgan b Kumar,1,2,0,0,50,1,980929,9,1,Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,field,"Saurashtra Cricket Association Stadium, Rajkot"
6574,Praveen Kumar,not out,1,1,0,0,100,1,980929,9,1,Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,field,"Saurashtra Cricket Association Stadium, Rajkot"
6575,David Warner,not out,74,48,9,0,154.17,2,980929,9,83,Sunrisers Hyderabad,Gujarat Lions,Sunrisers Hyderabad,field,"Saurashtra Cricket Association Stadium, Rajkot"
6576,Shikhar Dhawan,not out,53,41,5,0,129.27,2,980929,9,58,Sunrisers Hyderabad,Gujarat Lions,Sunrisers Hyderabad,field,"Saurashtra Cricket Association Stadium, Rajkot"
6577,Virat Kohli,c Rahane b Perera,80,63,7,2,126.98,1,980931,9,91,Royal Challengers Bangalore,Rising Pune Supergiant,Rising Pune Supergiant,field,"Maharashtra Cricket Association Stadium, Pune"
6578,KL Rahul,c Sharma b Perera,7,10,1,0,70,1,980931,9,8,Royal Challengers Bangalore,Rising Pune Supergiant,Rising Pune Supergiant,field,"Maharashtra Cricket Association Stadium, Pune"
6579,AB de Villiers,c Ankit Sharma b Perera,83,46,6,4,180.43,1,980931,9,103,Royal Challengers Bangalore,Rising Pune Supergiant,Rising Pune Supergiant,field,"Maharashtra Cricket Association Stadium, Pune"
6580,Shane Watson,not out,1,1,0,0,100,1,980931,9,1,Royal Challengers Bangalore,Rising Pune Supergiant,Rising Pune Supergiant,field,"Maharashtra Cricket Association Stadium, Pune"
6581,Sarfaraz Khan,not out,2,1,0,0,200,1,980931,9,8,Royal Challengers Bangalore,Rising Pune Supergiant,Rising Pune Supergiant,field,"Maharashtra Cricket Association Stadium, Pune"
6582,Ajinkya Rahane,st †Rahul b Shamsi,60,46,8,0,130.43,2,980931,9,68,Rising Pune Supergiant,Royal Challengers Bangalore,Rising Pune Supergiant,field,"Maharashtra Cricket Association Stadium, Pune"
6583,Faf du Plessis,c Patel b Richardson,2,3,0,0,66.67,2,980931,9,2,Rising Pune Supergiant,Royal Challengers Bangalore,Rising Pune Supergiant,field,"Maharashtra Cricket Association Stadium, Pune"
6584,Kevin Pietersen,retired hurt,0,1,0,0,0,2,980931,9,-2,Rising Pune Supergiant,Royal Challengers Bangalore,Rising Pune Supergiant,field,"Maharashtra Cricket Association Stadium, Pune"
6585,Steven Smith,run out (Kohli),4,3,1,0,133.33,2,980931,9,5,Rising Pune Supergiant,Royal Challengers Bangalore,Rising Pune Supergiant,field,"Maharashtra Cricket Association Stadium, Pune"
6586,MS Dhoni,c de Villiers b Patel,41,38,3,0,107.89,2,980931,9,44,Rising Pune Supergiant,Royal Challengers Bangalore,Rising Pune Supergiant,field,"Maharashtra Cricket Association Stadium, Pune"
6587,Thisara Perera,c Mandeep Singh b Watson,34,13,3,3,261.54,2,980931,9,49,Rising Pune Supergiant,Royal Challengers Bangalore,Rising Pune Supergiant,field,"Maharashtra Cricket Association Stadium, Pune"
6588,Rajat Bhatia,c Watson b Richardson,21,11,1,1,190.91,2,980931,9,30,Rising Pune Supergiant,Royal Challengers Bangalore,Rising Pune Supergiant,field,"Maharashtra Cricket Association Stadium, Pune"
6589,Ravichandran Ashwin,c Patel b Watson,0,1,0,0,0,2,980931,9,-2,Rising Pune Supergiant,Royal Challengers Bangalore,Rising Pune Supergiant,field,"Maharashtra Cricket Association Stadium, Pune"
6590,Ankit Sharma,not out,3,3,0,0,100,2,980931,9,3,Rising Pune Supergiant,Royal Challengers Bangalore,Rising Pune Supergiant,field,"Maharashtra Cricket Association Stadium, Pune"
6591,Murugan Ashwin,c de Villiers b Richardson,0,1,0,0,0,2,980931,9,-2,Rising Pune Supergiant,Royal Challengers Bangalore,Rising Pune Supergiant,field,"Maharashtra Cricket Association Stadium, Pune"
6592,Ishant Sharma,not out,0,0,0,0,0,2,980931,9,-2,Rising Pune Supergiant,Royal Challengers Bangalore,Rising Pune Supergiant,field,"Maharashtra Cricket Association Stadium, Pune"
6593,Quinton de Kock,c HH Pandya b McClenaghan,9,7,2,0,128.57,1,980933,9,11,Delhi Capitals,Mumbai Indians,Mumbai Indians,field,"Arun Jaitley Stadium, Delhi"
6594,Shreyas Iyer,c Rayudu b HH Pandya,19,20,1,1,95,1,980933,9,22,Delhi Capitals,Mumbai Indians,Mumbai Indians,field,"Arun Jaitley Stadium, Delhi"
6595,Sanju Samson,c Southee b McClenaghan,60,48,4,2,125,1,980933,9,68,Delhi Capitals,Mumbai Indians,Mumbai Indians,field,"Arun Jaitley Stadium, Delhi"
6596,Karun Nair,c Southee b Harbhajan Singh,5,5,1,0,100,1,980933,9,6,Delhi Capitals,Mumbai Indians,Mumbai Indians,field,"Arun Jaitley Stadium, Delhi"
6597,Jean Paul Duminy,not out,49,31,3,2,158.06,1,980933,9,56,Delhi Capitals,Mumbai Indians,Mumbai Indians,field,"Arun Jaitley Stadium, Delhi"
6598,Pawan Negi,not out,10,10,1,0,100,1,980933,9,11,Delhi Capitals,Mumbai Indians,Mumbai Indians,field,"Arun Jaitley Stadium, Delhi"
6599,Rohit Sharma,run out (Negi/Morris/†de Kock),65,48,7,1,135.42,2,980933,9,74,Mumbai Indians,Delhi Capitals,Mumbai Indians,field,"Arun Jaitley Stadium, Delhi"
6600,Parthiv Patel,run out (Iyer/†de Kock),1,4,0,0,25,2,980933,9,-5,Mumbai Indians,Delhi Capitals,Mumbai Indians,field,"Arun Jaitley Stadium, Delhi"
6601,Ambati Rayudu,b Mishra,25,23,4,0,108.7,2,980933,9,29,Mumbai Indians,Delhi Capitals,Mumbai Indians,field,"Arun Jaitley Stadium, Delhi"
6602,Krunal Pandya,run out (Khan),36,17,4,2,211.76,2,980933,9,50,Mumbai Indians,Delhi Capitals,Mumbai Indians,field,"Arun Jaitley Stadium, Delhi"
6603,Jos Buttler,lbw b Mishra,2,6,0,0,33.33,2,980933,9,-4,Mumbai Indians,Delhi Capitals,Mumbai Indians,field,"Arun Jaitley Stadium, Delhi"
6604,Kieron Pollard,c Morris b Khan,19,18,0,1,105.56,2,980933,9,21,Mumbai Indians,Delhi Capitals,Mumbai Indians,field,"Arun Jaitley Stadium, Delhi"
6605,Hardik Pandya,not out,2,2,0,0,100,2,980933,9,2,Mumbai Indians,Delhi Capitals,Mumbai Indians,field,"Arun Jaitley Stadium, Delhi"
6606,Harbhajan Singh,lbw b Morris,0,1,0,0,0,2,980933,9,-2,Mumbai Indians,Delhi Capitals,Mumbai Indians,field,"Arun Jaitley Stadium, Delhi"
6607,Tim Southee,not out,1,1,0,0,100,2,980933,9,1,Mumbai Indians,Delhi Capitals,Mumbai Indians,field,"Arun Jaitley Stadium, Delhi"
6608,Murali Vijay,c †Ojha b Kumar,2,3,0,0,66.67,1,980935,9,2,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
6609,Manan Vohra,run out (Dhawan),25,23,3,1,108.7,1,980935,9,30,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
6610,Shaun Marsh,lbw b Mustafizur Rahman,40,34,3,2,117.65,1,980935,9,47,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
6611,David Miller,c †Ojha b Henriques,9,11,1,0,81.82,1,980935,9,10,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
6612,Glenn Maxwell,c Mustafizur Rahman b Henriques,1,2,0,0,50,1,980935,9,1,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
6613,Nikhil Naik,c Henriques b Mustafizur Rahman,22,28,1,0,78.57,1,980935,9,23,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
6614,Axar Patel,not out,36,17,1,3,211.76,1,980935,9,49,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
6615,Rishi Dhawan,not out,3,2,0,0,150,1,980935,9,3,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
6616,David Warner,c Miller b Sandeep Sharma,59,31,7,3,190.32,2,980935,9,78,Sunrisers Hyderabad,Punjab Kings,Sunrisers Hyderabad,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
6617,Shikhar Dhawan,c †Naik b Dhawan,45,44,4,0,102.27,2,980935,9,49,Sunrisers Hyderabad,Punjab Kings,Sunrisers Hyderabad,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
6618,Aditya Tare,run out (Miller/†Naik),0,1,0,0,0,2,980935,9,-2,Sunrisers Hyderabad,Punjab Kings,Sunrisers Hyderabad,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
6619,Eoin Morgan,c Vohra b Sharma,25,20,2,1,125,2,980935,9,29,Sunrisers Hyderabad,Punjab Kings,Sunrisers Hyderabad,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
6620,Deepak Hooda,run out (Miller),5,5,0,0,100,2,980935,9,5,Sunrisers Hyderabad,Punjab Kings,Sunrisers Hyderabad,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
6621,Moises Henriques,not out,5,4,1,0,125,2,980935,9,6,Sunrisers Hyderabad,Punjab Kings,Sunrisers Hyderabad,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
6622,Naman Ojha,not out,2,2,0,0,100,2,980935,9,2,Sunrisers Hyderabad,Punjab Kings,Sunrisers Hyderabad,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
6623,Virat Kohli,not out,100,63,11,1,158.73,1,980937,9,129,Royal Challengers Bangalore,Gujarat Lions,Royal Challengers Bangalore,bat,"Saurashtra Cricket Association Stadium, Rajkot"
6624,Shane Watson,c Jadeja b Kulkarni,6,6,1,0,100,1,980937,9,7,Royal Challengers Bangalore,Gujarat Lions,Royal Challengers Bangalore,bat,"Saurashtra Cricket Association Stadium, Rajkot"
6625,AB de Villiers,c Raina b Tambe,20,16,2,0,125,1,980937,9,22,Royal Challengers Bangalore,Gujarat Lions,Royal Challengers Bangalore,bat,"Saurashtra Cricket Association Stadium, Rajkot"
6626,KL Rahul,not out,51,35,4,3,145.71,1,980937,9,61,Royal Challengers Bangalore,Gujarat Lions,Royal Challengers Bangalore,bat,"Saurashtra Cricket Association Stadium, Rajkot"
6627,Dwayne Smith,c de Villiers b Richardson,32,21,3,2,152.38,2,980937,9,39,Gujarat Lions,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,"Saurashtra Cricket Association Stadium, Rajkot"
6628,Brendon McCullum,c & b Shamsi,42,24,5,2,175,2,980937,9,57,Gujarat Lions,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,"Saurashtra Cricket Association Stadium, Rajkot"
6629,Suresh Raina,c Iqbal Abdulla b Chahal,28,24,3,0,116.67,2,980937,9,31,Gujarat Lions,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,"Saurashtra Cricket Association Stadium, Rajkot"
6630,Dinesh Karthik,not out,50,39,3,0,128.21,2,980937,9,53,Gujarat Lions,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,"Saurashtra Cricket Association Stadium, Rajkot"
6631,Ravindra Jadeja,c †Rahul b Watson,12,10,0,1,120,2,980937,9,14,Gujarat Lions,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,"Saurashtra Cricket Association Stadium, Rajkot"
6632,Dwayne Bravo,not out,4,1,1,0,400,2,980937,9,11,Gujarat Lions,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,"Saurashtra Cricket Association Stadium, Rajkot"
6633,Ajinkya Rahane,c & b Narine,67,52,4,3,128.85,1,980939,9,77,Rising Pune Supergiant,Kolkata Knight Riders,Kolkata Knight Riders,field,"Maharashtra Cricket Association Stadium, Pune"
6634,Faf du Plessis,b Shakib Al Hasan,4,9,0,0,44.44,1,980939,9,-2,Rising Pune Supergiant,Kolkata Knight Riders,Kolkata Knight Riders,field,"Maharashtra Cricket Association Stadium, Pune"
6635,Steven Smith,run out (Sathish),31,28,2,0,110.71,1,980939,9,33,Rising Pune Supergiant,Kolkata Knight Riders,Kolkata Knight Riders,field,"Maharashtra Cricket Association Stadium, Pune"
6636,Thisara Perera,b Sathish,12,9,0,1,133.33,1,980939,9,14,Rising Pune Supergiant,Kolkata Knight Riders,Kolkata Knight Riders,field,"Maharashtra Cricket Association Stadium, Pune"
6637,Albie Morkel,b UT Yadav,16,9,0,2,177.78,1,980939,9,26,Rising Pune Supergiant,Kolkata Knight Riders,Kolkata Knight Riders,field,"Maharashtra Cricket Association Stadium, Pune"
6638,MS Dhoni,not out,23,12,2,1,191.67,1,980939,9,33,Rising Pune Supergiant,Kolkata Knight Riders,Kolkata Knight Riders,field,"Maharashtra Cricket Association Stadium, Pune"
6639,Rajat Bhatia,not out,1,1,0,0,100,1,980939,9,1,Rising Pune Supergiant,Kolkata Knight Riders,Kolkata Knight Riders,field,"Maharashtra Cricket Association Stadium, Pune"
6640,Robin Uthappa,lbw b Morkel,0,1,0,0,0,2,980939,9,-2,Kolkata Knight Riders,Rising Pune Supergiant,Kolkata Knight Riders,field,"Maharashtra Cricket Association Stadium, Pune"
6641,Gautam Gambhir,run out (Tiwary/†Dhoni),11,5,2,0,220,2,980939,9,19,Kolkata Knight Riders,Rising Pune Supergiant,Kolkata Knight Riders,field,"Maharashtra Cricket Association Stadium, Pune"
6642,Suryakumar Yadav,lbw b M Ashwin,60,49,6,2,122.45,2,980939,9,70,Kolkata Knight Riders,Rising Pune Supergiant,Kolkata Knight Riders,field,"Maharashtra Cricket Association Stadium, Pune"
6643,Shakib Al Hasan,b Bhatia,3,9,0,0,33.33,2,980939,9,-3,Kolkata Knight Riders,Rising Pune Supergiant,Kolkata Knight Riders,field,"Maharashtra Cricket Association Stadium, Pune"
6644,Yusuf Pathan,lbw b Bhatia,36,27,2,2,133.33,2,980939,9,42,Kolkata Knight Riders,Rising Pune Supergiant,Kolkata Knight Riders,field,"Maharashtra Cricket Association Stadium, Pune"
6645,Andre Russell,c du Plessis b Perera,17,11,0,2,154.55,2,980939,9,21,Kolkata Knight Riders,Rising Pune Supergiant,Kolkata Knight Riders,field,"Maharashtra Cricket Association Stadium, Pune"
